hgm	v	f_veg	f_h20	f_h40	f_h60	f_h80	f_h95	f_p20	f_p40	f_p60	f_p80	f_p95	cont_1	corr_1	savg_1	svar_1
18.16	178.08	7.821	13.138	14.439	15.37	17.108	18.74	28.485	48.485	67.273	84.848	96.97	1.322509646	0.311720789	11.10831451	110.4813843
19.25	226.14	12.195	10.941	13.372	15.373	17.102	19.301	33.333	53.704	71.296	87.037	97.222	13.81941795	0.202370569	16.98992348	269.5548096
11.09	100.51	12.406	6.881	8.412	9.611	10.7	12.381	33.906	54.506	71.674	86.695	96.996	2.752503634	0.094022438	10.8393898	103.3236771
18.5	214.34	43.529	12.381	15.121	16.731	17.921	21.39	34.028	54.167	71.528	86.806	97.222	17.34633446	0.173136532	11.88617897	136.98526
17.8	161.9	30	11.89	13.522	14.71	15.97	17.581	30.357	50.595	68.452	85.119	96.429	11.44105434	0.132467523	13.30191994	161.8979034
6	16.05	59.821	3.121	3.511	3.792	4.331	5.241	26.667	48.889	68.889	86.667	97.778	1.466020346	0.065261476	10.69370842	101.1249924
19.09	278.54	12.598	13.992	15.963	17.141	19.353	22.322	32.432	52.252	70.27	86.486	97.297	17.18659782	0.346566677	14.79506302	216.8101501
8.05	54.56	48.148	5.542	6.802	7.422	8.421	10.08	28.571	51.786	69.643	85.714	98.214	14.08307076	0.287839443	14.45009708	199.61409
21.65	259.94	17.391	16.669	18.131	19.469	20.811	21.921	26.316	46.964	65.992	83.806	96.356	4.73012352	0.259188443	12.44783401	139.3161469
9.5	57.94	48.413	6.621	7.4	8.202	8.989	9.93	33.846	52.308	70.769	86.154	96.923	5.157669544	0.149589583	15.36332703	214.8480835
13.83	273.06	15.953	11.551	13.269	15.55	17.691	21.22	32.87	53.704	71.759	87.5	97.222	13.24865532	0.406509519	15.14155388	223.8675537
24.45	387.08	32.389	16.555	19.516	21.206	22.255	23.847	29.94	49.701	67.665	84.431	96.407	6.578757763	0.225833386	14.69411659	196.4258118
13.12	63.78	31.2	7.03	8.621	9.759	13.809	14.73	34.884	56.977	74.419	89.535	97.674	2.192753792	0.209327206	14.36485672	188.3396759
22.2	279.36	11.245	16.629	19.141	20.969	23.58	25.669	29.412	50.226	68.778	85.52	96.833	27.09085083	0.066636421	12.88621807	164.9987488
14.97	144.31	30.556	12.091	13.452	14.631	15.631	17.71	25.143	46.857	66.286	84	96.571	8.340368271	0.146046817	13.3422451	161.0040741
13.39	101.96	39.063	6.601	8.052	9.152	10.543	13.253	30.769	52.564	70.513	87.179	97.436	13.65454865	0.369388759	14.1816864	196.2449493
14.56	188.43	11.962	8.87	9.53	10.44	11.422	12.31	27.174	47.826	67.391	84.783	96.739	10.22024632	0.486177713	13.02786541	169.0775757
14.6	107.2	25.292	9.23	10.83	12.01	12.79	14.431	33.854	53.125	70.313	85.938	96.875	11.60727406	-0.004681681	11.88248539	127.0937042
16.63	281.11	16.239	11.301	13.199	14.23	15.139	16.588	29.592	50	67.347	84.694	96.939	2.299308062	0.22562246	12.12571049	130.9142761
10.68	70.7	38.211	7.221	8.461	9.49	10.461	12.312	31.579	52.632	71.053	86.842	97.368	4.710649014	0.133562669	14.04177094	178.2374115
11.97	155.22	0.389	9.225	10.125	10.835	11.735	12.785	25	46.094	65.625	83.594	96.484	3.601011515	0.228131056	16.75774384	257.4897766
25	447.06	13.974	17.194	19.925	22.073	23.784	25.624	35.025	53.807	71.066	86.294	96.954	16.05845833	0.379907548	12.94754791	170.8173676
17.78	185.04	40.476	12.925	14.236	15.915	17.105	18.576	25.333	48	66.667	84	97.333	13.8238554	0.140612721	14.35649109	191.1778259
19.09	238.71	5.882	9.267	11.647	15.138	17.247	19.997	32.031	55.469	73.438	87.5	97.656	19.37649918	0.175818846	13.67473602	181.1479034
17.93	199.19	29.73	13.266	14.407	15.257	16.486	18.208	25.641	47.436	66.667	84.615	96.154	1.937870503	0.133442983	11.78478241	123.3609085
25.7	401.99	37.838	16.247	19.416	21.997	24.958	26.556	30.435	51.087	69.565	85.87	96.739	36.3780632	0.069707364	11.48270988	144.711731
13.87	104.57	45.763	9.796	10.546	11.637	12.455	14.145	28.125	48.438	67.188	85.156	96.875	12.66327095	0.084563233	14.27815342	186.7660828
24.7	403.06	9.774	10.948	13.168	17.417	20.357	23.916	33.333	55.833	74.167	88.333	97.5	30.73444939	0.234320581	11.9920969	162.7229919
13.6	111.38	44.71	8.199	9.278	10.178	11.248	12.558	26.543	47.531	66.667	84.568	96.914	7.105623245	0.169879377	13.51200676	165.0050049
20.62	257.07	24.771	14.419	16.38	18.26	20.62	22.56	31.098	51.829	69.512	85.976	96.951	8.852725029	0.287439942	11.76181316	128.8226166
24	370.6	25.362	18.792	20.322	21.693	23.001	24.361	26.214	46.602	66.019	83.495	96.117	17.33325768	0.218326971	12.65849209	156.7054443
24.23	417.15	3.906	17.72	20.158	22.098	23.828	25.02	30.894	51.22	69.106	85.366	96.748	39.18872452	0.263068706	16.78291321	301.7955322
6.39	53.05	20.4	4.442	6.041	7.632	9.182	11.561	35.176	56.784	74.874	88.945	97.99	2.190177441	0.290525317	16.63930511	254.1578369
16.5	121.35	43.75	9.548	10.947	12.028	13.089	14.728	27.407	48.889	67.407	85.185	97.037	8.947698593	0.145479724	13.33749294	161.4475403
30.5	412.88	3.529	12.188	18.549	22.588	25.528	27.749	38.211	59.35	75.203	88.211	97.561	15.91707993	0.230642706	16.22227669	249.4785919
19	242.45	12.054	10.41	12.86	14.569	16.629	19.37	34.518	54.822	72.081	87.31	97.462	10.66258526	0.139487326	12.34525108	139.7311401
28.65	416.36	22.368	18.058	21.489	23.348	25.059	26.949	37.853	55.932	71.751	86.441	97.175	23.59114456	0.259304762	11.85321712	150.6513214
14.9	157.83	31.206	11.111	12.19	13.239	14.619	15.68	25.773	46.392	67.01	84.536	96.907	11.50631046	0.016792491	13.54759789	166.2275085
16.4	163.32	39.007	12.492	13.571	14.301	15.112	16.543	24.419	45.349	65.116	83.721	96.512	8.278328896	0.09913601	12.4422226	139.0001831
15.3	110.1	24.314	10.155	11.255	12.615	13.463	14.555	28.497	49.223	67.358	84.456	96.373	13.91236496	0.022604689	12.98233032	154.0024261
9.67	75.81	28	4.732	6.251	7.192	8.191	10.223	32.222	53.889	71.667	87.222	97.222	6.339859486	0.155964837	14.46443558	189.6247101
16.66	142.07	36.134	11.079	12.346	13.386	14.847	15.686	26.316	47.368	67.105	84.211	97.368	13.97560406	0.124254644	14.24589634	187.7026215
22.93	335.18	30.35	18.307	19.978	21.118	21.997	22.787	29.05	48.045	66.48	83.799	96.089	15.04655075	0.054711778	12.50532341	144.8568115
15.89	168.7	25.095	11.075	12.293	13.225	14.204	15.305	27.411	47.716	66.497	84.264	96.447	11.59447765	0.255291045	13.25842857	164.6383972
20.91	244.43	25.203	12.816	14.385	15.476	16.435	18.456	30.435	50	68.478	84.783	96.739	14.57859516	0.005731516	15.24353695	212.5169373
22.2	207.93	21.898	13.16	15.9	18.101	19.93	21.63	39.252	57.944	73.832	87.85	97.196	4.519320488	0.269502789	11.17800426	111.0315018
28.67	405.41	15.328	18.828	21.559	23.208	24.828	26.27	36.207	54.31	70.69	86.207	96.552	10.82317543	0.502993524	11.59691048	139.3008423
17.71	165.41	36.774	11.057	13.327	14.836	16.686	18.456	30.612	52.041	70.408	86.735	96.939	23.46665192	0.124322742	12.57147598	157.1391449
22.4	274.31	12.033	13.979	17.161	19.56	21.88	23.71	31.132	52.358	70.283	86.321	96.698	33.82838821	0.126286373	13.45363903	189.4976654
13.5	111.63	27.027	9.539	10.677	11.788	13.15	14.478	26.984	48.148	67.725	84.656	96.825	10.50667	0.048646778	15.11943626	207.531311
13.46	89.64	51.748	8.76	10.681	12.299	12.99	13.999	33.333	53.623	71.014	85.507	97.101	18.50001144	0.115730554	14.24747849	191.8768463
26.18	414.66	10.177	15.903	18.924	21.104	22.995	25.423	30.049	50.739	68.966	85.222	96.552	27.69714355	0.1125196	13.34497261	178.8963623
22.8	321.9	2.033	12.389	14.187	15.747	18.698	24.127	27.801	49.793	69.295	86.722	97.095	36.97988129	0.142778665	10.68903732	136.8391113
19.89	175.57	25.112	9.841	12.901	15.36	18.001	19.411	34.731	55.689	73.054	87.425	97.006	11.48256302	0.272842526	14.05484867	184.8602905
11.41	145.23	7.203	9.227	10.198	11.178	12.718	15.028	29.68	50.685	69.406	86.301	96.804	2.742442846	0.244955391	15.79747677	226.8544312
17.42	216.95	9.167	10.267	11.777	13.187	14.068	15.748	34.862	54.128	70.642	86.239	97.248	10.42830467	0.16103749	14.12586021	182.7105408
25.69	284.53	34.874	12.719	16.821	18.841	20.909	23.5	32.903	54.194	71.613	86.452	97.419	11.51532173	0.373409063	12.17510319	144.0214233
16.11	115.55	45.902	11.036	11.646	13.008	14.107	15.388	24.242	46.97	66.667	84.848	96.97	6.243803024	0.116397873	11.98655128	128.7780914
18.7	230.65	10.145	12.75	14.34	16.679	18.429	19.509	31.452	51.613	70.161	86.29	96.774	2.263903856	0.111923382	14.65197849	195.7104492
18.2	207.1	22.951	13.375	14.714	16.224	17.036	18.385	29.787	50	68.085	85.106	96.809	10.39718056	0.553046405	17.40454865	298.9286194
24.08	420.49	4.184	17.149	18.708	21.099	22.849	26.359	27.074	48.472	67.686	84.716	96.943	26.42057037	0.250885248	14.97906494	229.572403
20.66	278.83	24.242	15.879	18.18	19.489	20.98	22.959	28	48.5	67	84.5	96.5	9.205471039	0.286107004	10.17269802	97.66291809
26.6	371.49	17.054	13.962	16.401	19.53	22.28	24.97	32.71	53.738	71.495	86.916	97.196	13.59815407	0.353751957	8.582075119	82.86140442
22.78	300.29	24.138	16.562	19.081	20.682	21.902	23.362	39.773	56.818	72.727	87.5	97.727	5.933032036	0.152664766	11.43931866	116.4658432
23.64	357.91	37.121	15.963	18.363	20.472	22.132	24.363	28.916	49.398	67.47	85.542	96.386	26.48909569	0.114149839	8.572649956	87.53731537
16.41	132.4	51.852	12.284	13.614	15.023	15.603	16.555	27.692	49.231	67.692	84.615	96.923	11.58649921	0.122273818	13.65368557	170.6589661
10.2	43.34	40	5.341	6.121	7.333	8.232	9.322	29.487	51.282	70.513	87.179	97.436	8.481266022	0.244783148	17.40153122	280.1790466
12.31	123.16	5	7.547	8.645	9.405	10.396	11.766	29.825	50	68.421	85.526	96.93	8.317051888	0.287866026	16.62613869	255.2311707
20.5	226.6	10.563	13.199	14.899	16.58	18.368	20.068	30.709	51.181	69.291	85.827	96.85	2.532402039	0.216341764	13.91572762	174.5167542
14.33	168.09	18.468	11.65	12.47	13.44	14.969	16.27	31.492	50.829	69.061	85.635	96.685	7.826051235	0.128148273	12.35001469	136.8831482
19.28	192.72	34.737	13.39	14.91	16.111	17.301	19.061	27.957	48.387	67.204	84.409	96.774	6.475456238	0.338875473	15.8695631	230.6250153
25.6	502.82	21.834	13.789	17.009	19.62	21.84	24.15	34.637	54.19	71.508	87.151	97.207	33.34432983	0.051042981	11.60995483	142.4415283
12.84	196.29	3.333	9.131	10.151	10.9	11.83	12.771	26.054	46.743	66.284	83.908	96.552	9.878429413	0.564062059	13.45409775	184.8876343
23.9	240.45	17.094	13.141	17.231	19.071	21.783	23.743	38.144	56.701	73.196	87.629	97.938	20.61174011	0.221049517	11.82381058	142.8196869
17.8	150.2	44.628	12.421	13.42	14.021	15.1	16.391	28.358	49.254	67.164	85.075	97.015	7.668616295	0.093312047	12.2903614	135.3676147
12.94	132.68	26.957	5.87	8.22	10.049	11.199	12.419	38.095	58.333	75	88.095	97.619	16.23446655	0.416386694	15.80510712	248.7181702
10.59	113.93	26.389	7.159	8.339	9.471	10.579	12.13	29.245	50.943	68.868	85.849	97.17	5.250849724	0.2155689	10.61422634	99.90284729
16.08	212.18	21.371	10.295	11.555	12.554	13.684	14.745	32.308	51.282	69.231	85.641	96.923	12.99422932	0.100822486	12.71737957	148.9197083
16.1	160.81	30.328	9.898	11.036	12.506	13.858	16.127	28.235	49.412	69.412	85.882	97.647	10.28881931	0.331574589	11.25029182	121.1814575
16.57	178.79	20.332	11.619	12.8	13.68	14.689	15.919	27.083	47.396	66.146	83.854	96.354	12.05924511	0.101548702	13.6236763	170.4184265
10.65	85.63	31.667	4.259	5.848	6.859	8.138	10.078	34.146	56.707	73.78	88.415	97.561	3.818982363	0.331279069	16.07502747	235.6276703
19.3	171.97	27.049	14.54	15.971	16.95	17.93	19.141	30.899	50	67.978	84.831	96.629	3.830819607	0.123381123	13.39463711	161.0283966
13.53	195.16	11.952	9.042	10.883	12.791	13.749	15.161	33.032	53.394	71.041	86.425	96.833	14.53616619	0.181036249	12.60464859	150.1542969
23.9	341.94	16.601	14.35	16.831	18.41	20.221	22.18	29.858	50.237	68.246	85.308	96.682	16.65071869	0.177153274	12.77836704	156.2243042
18.13	187.93	16.239	11.635	13.155	14.345	15.395	17.034	29.592	50	68.367	84.694	96.939	8.308075905	0.261689484	14.9605751	206.244812
21.91	193.1	47.085	12.65	14.989	17.189	19.219	20.819	33.898	54.237	71.186	86.441	97.458	8.855146408	0.362610579	10.33316708	102.9692459
23.55	289.99	29.915	16.93	18.43	20.202	21.59	22.9	32.927	51.22	69.512	85.366	97.561	3.194870949	0.419119954	13.09455204	154.6500397
10	51.46	49.541	5.272	7.122	7.681	8.95	10.072	34.545	56.364	72.727	87.273	98.182	14.78267288	0.119717725	13.63579273	173.0058136
14.25	145.23	31.897	10.951	11.821	12.582	13.533	14.422	25.316	46.835	65.823	83.544	96.203	2.322201252	0.126513496	11.08715343	108.259346
18.26	247.2	19.835	12.035	13.423	14.634	15.805	17.153	28.866	49.485	68.041	84.536	96.907	6.98424387	0.098180972	13.39241886	161.326355
13.84	167.36	19.492	10.051	11.672	12.661	14.171	15.021	28.421	49.474	68.421	85.263	96.842	6.447094441	0.492705882	14.03485775	185.0732422
23.7	168.31	16.335	13.56	15.84	18.359	20.299	22.231	33.333	53.81	70.952	86.667	97.143	27.43008804	0.314146578	12.72605038	181.3510284
7.2	39.66	55.357	4.751	5.601	6.211	7.391	7.731	34	54	72	88	98	4.607372284	0.158593044	14.85552406	199.606781
13.36	117.19	29.771	8.709	9.769	10.689	11.669	13.119	27.717	48.37	67.391	84.783	96.739	10.42287445	0.04958541	14.38068008	187.8074951
17.58	197.76	8.065	8.641	11.211	12.749	14.21	16.01	37.281	56.579	72.807	87.281	97.368	23.9305172	0.171610966	11.97592163	147.4033051
16.65	156.97	37.815	10.488	11.498	12.268	13.718	15.287	25.676	47.297	66.216	85.135	97.297	10.74516964	-0.041441195	13.9702673	175.5986328
12.32	109.66	37.037	8.52	10.39	11.63	12.559	14.139	36.765	54.412	72.059	86.765	97.059	4.166750431	0.240398645	11.31490994	113.6512146
10.13	102.63	17.901	8.06	9.22	10.049	10.879	11.84	27.82	48.12	66.917	84.962	96.992	3.87378335	0.319699943	14.91375637	202.0188293
23.59	350.46	13.223	13.032	16.971	19.022	21.841	23.482	35.238	55.238	71.905	87.143	97.143	14.50918961	0.318374217	11.69941616	136.4716797
30.55	472.56	18.367	17.084	20.263	22.834	25.474	28.303	33.5	53.5	71	86.5	97	17.68161201	0.210584357	12.56624126	154.4800262
12.57	130.37	17.164	7.669	9.378	10.319	11.738	12.759	31.532	52.252	70.27	86.486	97.297	12.60667038	0.1699799	13.75451088	175.1302643
13.77	164.96	33.028	10.02	11.169	12.299	13.619	14.97	30.137	50.685	68.493	86.301	97.26	7.084395886	0.20512192	10.44008732	97.84164429
23.35	444.59	6.667	18.243	19.813	21.403	22.634	23.793	26.984	47.619	65.873	84.127	96.032	31.64818573	0.352424473	11.9026022	176.8438416
22.88	294.33	20.161	16.816	17.846	18.945	20.097	21.426	31.313	50.505	67.677	84.848	96.97	17.75712204	0.223637402	12.8210001	160.8412476
18.2	256.41	15	13.41	15.729	16.74	18.719	20.77	33.333	52.941	69.608	86.275	97.059	3.639578342	0.259880513	13.13677979	154.0291901
17.67	163.33	28.692	10.39	13.471	15.642	16.652	17.541	36.095	55.621	72.189	86.391	97.041	6.552259445	0.218589127	12.21498966	134.9165039
13.97	113.73	21.456	6.556	8.287	9.765	10.916	12.306	34.146	54.634	72.195	87.317	97.073	17.83858681	0.120934978	13.80800724	180.0015411
11.34	88.86	48.649	6.781	8.191	9.081	10.322	11.081	28.07	50.877	68.421	85.965	96.491	15.83475876	0.061739143	12.81629658	152.5103607
17.24	158.8	30.597	8.481	11.693	14.532	16.982	19.073	36.559	58.065	75.269	88.172	97.849	11.93083668	0.393617421	17.10465431	278.620575
18.61	206.9	10.983	11.848	13.71	15.299	16.79	19.319	29.87	50.649	68.831	85.714	96.753	9.570579529	0.465049803	17.22186279	281.9372559
7.76	79.58	7.547	4.918	5.879	6.649	7.589	8.939	29.796	51.429	70.204	86.531	97.143	5.000037193	0.173364773	16.0291481	234.3744965
13.79	122.2	32.773	11.218	12.408	13.598	14.839	17.709	27.5	48.75	68.125	85.625	96.875	10.8595295	0.240258247	13.37749958	166.1352997
21.4	317.74	19.679	14.991	17.862	20.281	21.841	24.871	33	53	70.5	86	97	14.93553162	0.155319586	10.35340309	103.7793427
14.23	126.48	32.479	10.182	11.532	12.722	13.701	15.601	34.177	53.165	70.886	86.076	97.468	7.281338692	0.063163005	11.65168953	120.7937088
19.6	242.57	34.737	13.53	15.641	17.17	18.511	19.94	29.57	50	68.28	84.946	96.774	9.390018463	0.12447314	11.99683666	130.2364502
28.71	477.72	27.869	17.764	20.083	22.364	23.984	25.784	28.409	48.864	68.182	85.227	96.591	11.74835396	0.234672666	5.692374229	41.21246719
9.29	59.87	35.135	5.601	6.242	7.152	7.692	8.911	27.778	50	68.056	86.111	97.222	3.050141335	0.116369866	11.81265354	123.9461823
11.23	160.94	12.281	8.4	9.18	10.12	11.089	12.161	29	49	68	85	97	2.331673622	0.107281052	11.05571461	107.4021912
19	221.13	28.571	13.39	15.1	16.409	18.031	20.68	26.5	48	67	85	96.5	5.78314209	0.249613032	14.7519865	197.4627075
21.64	390.46	14.388	17.685	18.725	20.176	21.106	23.516	31.933	50.42	68.067	84.874	96.639	18.42984009	0.231023461	11.35602856	130.4157715
10.8	132.25	15.349	6.82	8.05	8.87	10.3	11.429	31.868	52.747	70.33	86.264	97.253	3.280350924	0.023974367	10.99848557	106.6422882
18.65	251.24	28.07	12.92	13.961	14.691	15.391	17.311	24.39	45.122	64.634	84.146	96.341	7.136086941	0.274141491	13.93516254	177.075531
13.8	138.67	12.5	8.022	10.162	11.241	12.622	14.762	35.714	55.102	72.449	87.755	97.959	24.55812263	0.125240594	12.69989777	161.2823334
15.82	128.1	40.8	10.621	11.701	12.631	14.03	15.251	28.378	48.649	67.568	84.459	96.622	10.00265789	0.294591516	12.37503815	143.3722534
12.11	202.84	12.34	8.681	9.932	11.042	11.92	13.112	28.155	49.029	67.961	84.951	96.602	15.8226738	0.00312896	14.813941	201.4678955
14.94	117.49	39.37	9.078	10.599	12.068	13.88	15.69	29.87	51.948	70.13	87.013	97.403	6.437846184	0.452247351	10.659132	107.6515656
